index_content,word,nature,score,index_word
60,收到,v,5星评论,21
60,快递,v,5星评论,22
60,非常,d,5星评论,23
60,及时,c,5星评论,24
61,不用说,l,5星评论,0
61,系统,n,5星评论,1
61,简单,a,5星评论,2
61,流畅,a,5星评论,3
61,方便使用,n,5星评论,4
61,适合,v,5星评论,5
61,不,d,5星评论,6
61,喜欢,v,5星评论,7
61,繁杂,a,5星评论,8
61,操作,v,5星评论,9
61,使用者,n,5星评论,10
61,保值,n,5星评论,11
61,率,v,5星评论,12
61,高,a,5星评论,13
61,颜值,n,5星评论,14
61,一如既往,i,5星评论,15
61,朴素,nr,5星评论,16
61,物流,n,5星评论,17
61,很快,d,5星评论,18
61,当晚,t,5星评论,19
61,下单,n,5星评论,20
61,早上,t,5星评论,21
61,点,m,5星评论,22
61,送到,v,5星评论,23
61,非常,d,5星评论,24
61,满意,v,5星评论,25
62,在用,v,3星评论,0
62,没什么,l,3星评论,1
62,新意,n,3星评论,2
63,忠实,a,5星评论,0
63,粉,n,5星评论,1
63,好几代,m,5星评论,2
63,速度,n,5星评论,3
63,非常,d,5星评论,4
63,快,a,5星评论,5
63,电池,n,5星评论,6
63,会,v,5星评论,7
63,不,d,5星评论,8
63,耐用,a,5星评论,9
63,买,v,5星评论,10
63,非常,d,5星评论,11
63,不错,a,5星评论,12
63,媳妇儿,n,5星评论,13
63,一年,m,5星评论,14
63,使用,v,5星评论,15
63,非常,d,5星评论,16
63,流畅,a,5星评论,17
63,推荐,v,5星评论,18
63,大家,n,5星评论,19
64,外形,n,5星评论,0
64,外观,n,5星评论,1
64,外形,n,5星评论,2
64,喜欢,v,5星评论,3
64,黑色,n,5星评论,4
64,感觉,n,5星评论,5
64,很大,a,5星评论,6
64,气,n,5星评论,7
64,屏幕,n,5星评论,8
64,边边,s,5星评论,9
64,颜色,n,5星评论,10
64,屏幕,n,5星评论,11
64,音效,n,5星评论,12
64,很,zg,5星评论,13
64,流畅,a,5星评论,14
64,之前,f,5星评论,15
64,一款,m,5星评论,16
64,后来,t,5星评论,17
64,改用,v,5星评论,18
64,安卓,nr,5星评论,19
64,感觉,n,5星评论,20
64,换回来,n,5星评论,21
64,顺手,d,5星评论,22
64,一点,m,5星评论,23
64,运行,v,5星评论,24
64,速度,n,5星评论,25
64,不,d,5星评论,26
64,卡顿,nrt,5星评论,27
64,平时,t,5星评论,28
64,刷刷,v,5星评论,29
64,剧,n,5星评论,30
64,用来,v,5星评论,31
64,工作,vn,5星评论,32
64,回,v,5星评论,33
64,消息,n,5星评论,34
64,很,zg,5星评论,35
64,够用,v,5星评论,36
64,相对,d,5星评论,37
64,新款,n,5星评论,38
64,还,d,5星评论,39
64,便宜,a,5星评论,40
64,些,q,5星评论,41
64,性价比,n,5星评论,42
64,相对,d,5星评论,43
64,高,a,5星评论,44
65,外观,n,5星评论,0
65,很,zg,5星评论,1
65,好看,v,5星评论,2
65,大小,b,5星评论,3
65,很,zg,5星评论,4
65,合适,a,5星评论,5
65,屏幕,n,5星评论,6
65,清晰,a,5星评论,7
65,分辨率,n,5星评论,8
65,高,a,5星评论,9
65,音效,n,5星评论,10
65,很,d,5星评论,11
65,好,a,5星评论,12
65,运行,v,5星评论,13
65,很,zg,5星评论,14
65,流畅,a,5星评论,15
65,没有,v,5星评论,16
65,卡顿,nrt,5星评论,17
65,待机时间,n,5星评论,18
65,很,d,5星评论,19
65,长,a,5星评论,20
65,物流,n,5星评论,21
65,特别,d,5星评论,22
65,快,a,5星评论,23
66,好,a,5星评论,0
66,很,d,5星评论,1
66,好,a,5星评论,2
66,非常,d,5星评论,3
66,好,a,5星评论,4
66,点,m,5星评论,5
66,赞,v,5星评论,6
66,优惠,vn,5星评论,7
66,赶紧,d,5星评论,8
66,入手,v,5星评论,9
66,正品,n,5星评论,10
66,包装,v,5星评论,11
66,非常,d,5星评论,12
66,好,a,5星评论,13
66,没有,v,5星评论,14
66,破损,v,5星评论,15
66,质量,n,5星评论,16
66,没得说,l,5星评论,17
66,棒,zg,5星评论,18
66,急,v,5星评论,19
66,彻底,ad,5星评论,20
66,急,v,5星评论,21
66,看到,v,5星评论,22
66,其他人,rr,5星评论,23
66,好评,v,5星评论,24
66,感同身受,l,5星评论,25
66,好像,v,5星评论,26
66,事情,n,5星评论,27
66,真的,d,5星评论,28
66,发生,v,5星评论,29
66,此时此刻,l,5星评论,30
66,真的,d,5星评论,31
66,破防,v,5星评论,32
66,不,d,5星评论,33
66,好评,v,5星评论,34
66,发货,n,5星评论,35
66,很快,d,5星评论,36
66,两三天,m,5星评论,37
66,颜色,n,5星评论,38
66,很,d,5星评论,39
66,喜欢,v,5星评论,40
66,性价比,n,5星评论,41
66,很,d,5星评论,42
66,高,a,5星评论,43
66,非常,d,5星评论,44
66,好,a,5星评论,45
66,非常,d,5星评论,46
66,好,a,5星评论,47
66,质量,n,5星评论,48
66,好,a,5星评论,49
66,实体店,n,5星评论,50
66,颜色,n,5星评论,51
66,正,d,5星评论,52
66,喜欢,v,5星评论,53
67,很,zg,5星评论,0
67,抱歉,v,5星评论,1
67,拍,v,5星评论,2
67,有点,n,5星评论,3
67,模糊,a,5星评论,4
67,旧,a,5星评论,5
67,拍,v,5星评论,6
67,哈哈哈哈,o,5星评论,7
67,白色,n,5星评论,8
67,真的,d,5星评论,9
67,看到,v,5星评论,10
67,才,d,5星评论,11
67,知道,v,5星评论,12
67,图片,n,5星评论,13
67,都,d,5星评论,14
67,是虚,v,5星评论,15
67,一定,d,5星评论,16
67,感受一下,l,5星评论,17
67,这种,r,5星评论,18
67,淳朴,a,5星评论,19
67,当然,d,5星评论,20
67,性能,n,5星评论,21
67,杠杠,n,5星评论,22
67,够用,v,5星评论,23
67,转区,n,5星评论,24
67,哈哈哈,o,5星评论,25
68,非常,d,5星评论,0
68,满意,v,5星评论,1
68,完全,ad,5星评论,2
68,超出,v,5星评论,3
68,期望,v,5星评论,4
68,超级,b,5星评论,5
68,喜欢,v,5星评论,6
68,使用,v,5星评论,7
68,一段时间,l,5星评论,8
68,后来,t,5星评论,9
68,评价,n,5星评论,10
68,很快,d,5星评论,11
68,很,zg,5星评论,12
68,流畅,a,5星评论,13
68,性能,n,5星评论,14
68,很,d,5星评论,15
68,好,a,5星评论,16
68,拍照,v,5星评论,17
68,很,d,5星评论,18
68,好看,v,5星评论,19
68,红色,n,5星评论,20
68,款,m,5星评论,21
68,实物,n,5星评论,22
68,真的,d,5星评论,23
68,超级,b,5星评论,24
68,好看,v,5星评论,25
68,很,zg,5星评论,26
68,高级,b,5星评论,27
68,完全,ad,5星评论,28
68,不会,v,5星评论,29
68,失望,v,5星评论,30
68,那种,r,5星评论,31
68,相机,d,5星评论,32
68,完全,ad,5星评论,33
68,拍,v,5星评论,34
68,不,d,5星评论,35
68,出来,v,5星评论,36
68,这种,r,5星评论,37
68,感觉,n,5星评论,38
69,看起来,v,5星评论,0
69,很,zg,5星评论,1
69,不错,a,5星评论,2
69,包装,v,5星评论,3
69,很,zg,5星评论,4
69,严实,ad,5星评论,5
69,没有,v,5星评论,6
69,损坏,v,5星评论,7
69,产品,n,5星评论,8
69,验证,v,5星评论,9
69,正品,n,5星评论,10
69,买,v,5星评论,11
69,东西,ns,5星评论,12
69,质量,n,5星评论,13
69,保证,v,5星评论,14
69,还,d,5星评论,15
69,送,v,5星评论,16
69,快,a,5星评论,17
69,充,v,5星评论,18
69,充电器,n,5星评论,19
69,很,zg,5星评论,20
69,划算,v,5星评论,21
69,快,a,5星评论,22
69,充,v,5星评论,23
69,充电器,n,5星评论,24
69,很贵,a,5星评论,25
69,粉色,n,5星评论,26
69,很漂亮,n,5星评论,27
69,值,n,5星评论,28
70,使用,v,5星评论,0
70,体验,n,5星评论,1
70,非常,d,5星评论,2
70,好,a,5星评论,3
70,六年,m,5星评论,4
70,前,f,5星评论,5
70,买,v,5星评论,6
70,七,m,5星评论,7
70,用到,v,5星评论,8
70,现在,t,5星评论,9
70,很,d,5星评论,10
70,卡,v,5星评论,11
70,才,d,5星评论,12
70,换,v,5星评论,13
70,这部,r,5星评论,14
70,使用,v,5星评论,15
70,体验,n,5星评论,16
70,一如既往,i,5星评论,17
70,地好,n,5星评论,18
70,顺滑,v,5星评论,19
70,快递,v,5星评论,20
70,包装,v,5星评论,21
70,很,d,5星评论,22
70,好,a,5星评论,23
70,很,zg,5星评论,24
70,开心,v,5星评论,25
70,能用,n,5星评论,26
70,上,f,5星评论,27
70,新,a,5星评论,28
70,希望,v,5星评论,29
70,再,d,5星评论,30
70,六七年,m,5星评论,31
70,美中不足,i,5星评论,32
70,问题,n,5星评论,33
70,看,v,5星评论,34
70,问题,n,5星评论,35
70,掉电,v,5星评论,36
70,太,d,5星评论,37
70,快,a,5星评论,38
71,确实,ad,5星评论,0
71,很,zg,5星评论,1
71,满意,v,5星评论,2
71,手感,n,5星评论,3
71,拍照,v,5星评论,4
71,听歌,v,5星评论,5
71,都,d,5星评论,6
71,很,d,5星评论,7
71,满意,v,5星评论,8
71,颜色,n,5星评论,9
71,好看,v,5星评论,10
71,哈哈哈,o,5星评论,11
71,宝贝,nr,5星评论,12
71,很,zg,5星评论,13
71,不错,a,5星评论,14
71,颜色,n,5星评论,15
71,好看,v,5星评论,16
71,功能,n,5星评论,17
71,强大,a,5星评论,18
71,屏幕,n,5星评论,19
71,音效,n,5星评论,20
71,屏幕,n,5星评论,21
71,上,f,5星评论,22
71,材质,n,5星评论,23
71,新,a,5星评论,24
71,材料,n,5星评论,25
71,应用,v,5星评论,26
71,刷新率,n,5星评论,27
71,会,v,5星评论,28
71,舒服,a,5星评论,29
71,很多,m,5星评论,30
71,重低音,n,5星评论,31
71,跑,v,5星评论,32
71,感觉,n,5星评论,33
71,特,d,5星评论,34
71,别爽,nr,5星评论,35
71,真是,d,5星评论,36
71,非常,d,5星评论,37
71,力,n,5星评论,38
71,特别,d,5星评论,39
71,屏幕,n,5星评论,40
71,超级,b,5星评论,41
71,好,a,5星评论,42
71,幕,q,5星评论,43
71,很,d,5星评论,44
71,灵敏,nr,5星评论,45
71,使用,v,5星评论,46
71,丝滑,n,5星评论,47
71,顺畅,a,5星评论,48
71,打游戏,l,5星评论,49
71,很,d,5星评论,50
71,舒服,a,5星评论,51
71,拍照,v,5星评论,52
71,效巢,n,5星评论,53
71,拍照,v,5星评论,54
71,效巢,n,5星评论,55
71,杠杠,n,5星评论,56
71,画质,n,5星评论,57
71,清晰,a,5星评论,58
71,像素,n,5星评论,59
71,感人,n,5星评论,60
71,发,v,5星评论,61
71,货,n,5星评论,62
71,快,a,5星评论,63
71,包装,v,5星评论,64
71,严实,ad,5星评论,65
71,客,n,5星评论,66
71,方面,n,5星评论,67
71,都,d,5星评论,68
71,没,v,5星评论,69
71,破损,v,5星评论,70
71,颜值,n,5星评论,71
71,很,d,5星评论,72
71,高,a,5星评论,73
71,耐,nz,5星评论,74
71,看,v,5星评论,75
71,打开,v,5星评论,76
71,网页,n,5星评论,77
71,丝滑,n,5星评论,78
71,顺畅,a,5星评论,79
71,游戏,n,5星评论,80
71,不,d,5星评论,81
71,掉,v,5星评论,82
71,帧,q,5星评论,83
71,分辨率,n,5星评论,84
71,高,a,5星评论,85
71,功能,n,5星评论,86
71,很,zg,5星评论,87
71,齐全,nr,5星评论,88
71,拍照,v,5星评论,89
71,很,zg,5星评论,90
71,强大,a,5星评论,91
71,照片,n,5星评论,92
71,成像,v,5星评论,93
71,很,zg,5星评论,94
71,细腻,a,5星评论,95
71,反应,vn,5星评论,96
71,速度,n,5星评论,97
71,很快,d,5星评论,98
71,苹巢,n,5星评论,99
71,系统,n,5星评论,100
71,真的,d,5星评论,101
71,很好,d,5星评论,102
71,运行,v,5星评论,103
71,速度,n,5星评论,104
71,运行,v,5星评论,105
71,速度,n,5星评论,106
71,非常,d,5星评论,107
71,快,a,5星评论,108
71,打游戏,l,5星评论,109
71,真的,d,5星评论,110
71,太,d,5星评论,111
71,流畅,a,5星评论,112
71,真的,d,5星评论,113
71,非,h,5星评论,114
71,常,d,5星评论,115
71,喜欢,v,5星评论,116
71,颜值,n,5星评论,117
71,高,a,5星评论,118
71,手感,n,5星评论,119
71,好,a,5星评论,120
71,拍照,v,5星评论,121
71,清晰,a,5星评论,122
71,内,n,5星评论,123
71,存大,v,5星评论,124
71,运行,v,5星评论,125
71,速度,n,5星评论,126
71,快,a,5星评论,127
71,待机时间,n,5星评论,128
71,长,a,5星评论,129
71,满意,v,5星评论,130
71,太,d,5星评论,131
71,喜欢,v,5星评论,132
71,了待,v,5星评论,133
71,机,n,5星评论,134
71,时间,n,5星评论,135
71,绿色,n,5星评论,136
71,颜色,n,5星评论,137
71,很,zg,5星评论,138
71,新颖,a,5星评论,139
71,尝试,vn,5星评论,140
71,一下,m,5星评论,141
71,手感,n,5星评论,142
71,不错,a,5星评论,143
71,拍照,v,5星评论,144
71,效果,n,5星评论,145
71,很,d,5星评论,146
71,好,a,5星评论,147
71,运行,v,5星评论,148
71,速度,n,5星评论,149
71,很快,d,5星评论,150
71,音效,n,5星评论,151
71,很,d,5星评论,152
71,好,a,5星评论,153
71,续航,nr,5星评论,154
71,强,a,5星评论,155
71,手感,n,5星评论,156
71,很,d,5星评论,157
71,好,a,5星评论,158
71,电池,n,5星评论,159
71,续航,nr,5星评论,160
71,不错,a,5星评论,161
71,特色,n,5星评论,162
71,整体,n,5星评论,163
71,特别,d,5星评论,164
71,满意,v,5星评论,165
71,外观,n,5星评论,166
71,很,zg,5星评论,167
71,好看,v,5星评论,168
71,手感,n,5星评论,169
71,很,d,5星评论,170
71,质感,n,5星评论,171
71,屏幕,n,5星评论,172
71,看着,v,5星评论,173
71,非常,d,5星评论,174
71,好,a,5星评论,175
71,拍照,v,5星评论,176
71,效巢,n,5星评论,177
71,很,d,5星评论,178
71,不错,a,5星评论,179
71,像素,n,5星评论,180
71,篙,ng,5星评论,181
71,新,a,5星评论,182
71,机,n,5星评论,183
71,拍照片,n,5星评论,184
71,都,d,5星评论,185
71,好看,v,5星评论,186
71,高速运行,n,5星评论,187
71,超长,v,5星评论,188
71,待机,n,5星评论,189
71,一整,d,5星评论,190
71,天,q,5星评论,191
72,发货,n,5星评论,0
72,快,a,5星评论,1
72,红色,n,5星评论,2
72,真的,d,5星评论,3
72,很漂亮,n,5星评论,4
72,特别,d,5星评论,5
72,亮眼,n,5星评论,6
72,厚薄,a,5星评论,7
72,适中,v,5星评论,8
72,大小,b,5星评论,9
72,适中,v,5星评论,10
72,值得,v,5星评论,11
72,推荐,v,5星评论,12
72,购买,v,5星评论,13
72,都,d,5星评论,14
72,是用,v,5星评论,15
72,电子产品,n,5星评论,16
72,运行,v,5星评论,17
72,流畅,a,5星评论,18
72,真不错,i,5星评论,19
73,质量,n,5星评论,0
73,扛,v,5星评论,1
73,扛,v,5星评论,2
73,打游戏,l,5星评论,3
73,不,d,5星评论,4
73,卡顿,nrt,5星评论,5
73,足够,v,5星评论,6
73,内存,n,5星评论,7
73,拍照,v,5星评论,8
73,效果,n,5星评论,9
73,暗光,n,5星评论,10
73,下,f,5星评论,11
73,拍,v,5星评论,12
73,很,a,5星评论,13
73,清晰,a,5星评论,14
73,一天,m,5星评论,15
73,充,v,5星评论,16
73,出外,v,5星评论,17
73,足够,v,5星评论,18
73,再也,d,5星评论,19
73,不用,v,5星评论,20
73,烦恼,a,5星评论,21
73,出外,v,5星评论,22
73,没电,v,5星评论,23
73,问题,n,5星评论,24
74,一段时间,l,5星评论,0
74,才,d,5星评论,1
74,评价,n,5星评论,2
74,现在,t,5星评论,3
74,确实,ad,5星评论,4
74,以前,f,5星评论,5
74,很大,a,5星评论,6
74,改进,v,5星评论,7
74,提高,v,5星评论,8
74,正版,v,5星评论,9
74,值得,v,5星评论,10
74,信赖,n,5星评论,11
74,屏幕,n,5星评论,12
74,音效,n,5星评论,13
74,好,a,5星评论,14
74,拍照,v,5星评论,15
74,效果,n,5星评论,16
74,杠杠,n,5星评论,17
75,挺,d,5星评论,0
75,好,a,5星评论,1
75,很好,d,5星评论,2
75,很,zg,5星评论,3
75,流畅,a,5星评论,4
75,拍照,v,5星评论,5
75,很,d,5星评论,6
75,清晰,a,5星评论,7
75,拍,v,5星评论,8
75,视频,n,5星评论,9
75,更,d,5星评论,10
75,清晰,a,5星评论,11
75,非常,d,5星评论,12
75,好,a,5星评论,13
75,价格,n,5星评论,14
75,有点,n,5星评论,15
75,贵,a,5星评论,16
75,优惠,vn,5星评论,17
75,一点,m,5星评论,18
75,很,d,5星评论,19
75,好,a,5星评论,20
75,比较,d,5星评论,21
75,不错,a,5星评论,22
75,很,zg,5星评论,23
75,喜欢,v,5星评论,24
75,五星,nz,5星评论,25
75,好评,v,5星评论,26
76,很好,d,5星评论,0
76,外形,n,5星评论,1
76,外观,n,5星评论,2
76,非常,d,5星评论,3
76,漂亮,a,5星评论,4
76,手感,n,5星评论,5
76,很,d,5星评论,6
76,好,a,5星评论,7
76,屏幕,n,5星评论,8
76,音效,n,5星评论,9
76,屏幕,n,5星评论,10
76,很,zg,5星评论,11
76,清晰,a,5星评论,12
76,相机,d,5星评论,13
76,像素,n,5星评论,14
76,很,d,5星评论,15
76,好,a,5星评论,16
76,拍照,v,5星评论,17
76,很,zg,5星评论,18
76,好看,v,5星评论,19
76,运行,v,5星评论,20
76,速度,n,5星评论,21
76,很,zg,5星评论,22
76,稳定,a,5星评论,23
76,不卡,n,5星评论,24
76,信号,n,5星评论,25
76,不好,d,5星评论,26
77,几天,m,5星评论,0
77,效果,n,5星评论,1
77,很,d,5星评论,2
77,好,a,5星评论,3
77,很,zg,5星评论,4
77,满意,v,5星评论,5
77,卖家,n,5星评论,6
77,服务态度,n,5星评论,7
77,很,d,5星评论,8
77,好,a,5星评论,9
77,下次,t,5星评论,10
77,还,d,5星评论,11
77,会,v,5星评论,12
77,光顾,v,5星评论,13
77,待机时间,n,5星评论,14
77,长,a,5星评论,15
77,小巧,n,5星评论,16
77,手感,n,5星评论,17
77,不错,a,5星评论,18
77,画质,n,5星评论,19
77,清晰,a,5星评论,20
77,流畅,a,5星评论,21
77,非常,d,5星评论,22
77,喜欢,v,5星评论,23
77,第一次,m,5星评论,24
77,感觉,n,5星评论,25
77,还,d,5星评论,26
77,不错,a,5星评论,27
78,通信,j,5星评论,0
78,音质,n,5星评论,1
78,信号,n,5星评论,2
78,挺,d,5星评论,3
78,好,a,5星评论,4
78,移动网,n,5星评论,5
78,很快,d,5星评论,6
78,打电话,l,5星评论,7
78,没有,v,5星评论,8
78,卡顿,nrt,5星评论,9
78,特色,n,5星评论,10
78,拍照,v,5星评论,11
78,功能,n,5星评论,12
78,好,a,5星评论,13
78,电池,n,5星评论,14
78,续航,nr,5星评论,15
78,能力,n,5星评论,16
78,很,d,5星评论,17
78,强,a,5星评论,18
78,运行,v,5星评论,19
78,流畅,a,5星评论,20
78,显示,v,5星评论,21
78,效果,n,5星评论,22
78,色彩,n,5星评论,23
78,饱满,v,5星评论,24
78,亮度,n,5星评论,25
78,整体,n,5星评论,26
78,显示,v,5星评论,27
78,效果,n,5星评论,28
78,比较,d,5星评论,29
78,好,a,5星评论,30
79,整体,n,5星评论,0
79,性价比,n,5星评论,1
79,高,a,5星评论,2
79,会,v,5星评论,3
79,自动,vn,5星评论,4
79,不同,a,5星评论,5
79,环境,n,5星评论,6
79,会,v,5星评论,7
79,补光,n,5星评论,8
79,电池,n,5星评论,9
79,续航,nr,5星评论,10
79,快速,d,5星评论,11
79,充电,v,5星评论,12
79,一般性,l,5星评论,13
79,充满,a,5星评论,14
79,电,n,5星评论,15
79,可用,v,5星评论,16
79,二天,m,5星评论,17
79,左右,m,5星评论,18
79,通信,j,5星评论,19
79,音质,n,5星评论,20
79,很好,a,5星评论,21
79,音质,n,5星评论,22
79,不错,a,5星评论,23
79,运行,v,5星评论,24
79,速度,n,5星评论,25
79,很快,d,5星评论,26
79,不,d,5星评论,27
79,卡顿,nrt,5星评论,28
79,显示,v,5星评论,29
79,效果,n,5星评论,30
79,处理器,n,5星评论,31
79,很好,a,5星评论,32
79,赞,v,5星评论,33
80,物流,n,5星评论,0
80,真是,d,5星评论,1
80,神速,n,5星评论,2
80,现在,t,5星评论,3
80,已经,d,5星评论,4
80,星期,t,5星评论,5
80,终于,d,5星评论,6
80,适应,v,5星评论,7
80,.,m,5星评论,8
80,真的,d,5星评论,9
80,非常,d,5星评论,10
80,流畅,a,5星评论,11
80,非常,d,5星评论,12
80,喜欢,v,5星评论,13
80,绿色,n,5星评论,14
80,非常,d,5星评论,15
80,好看,v,5星评论,16
81,外形,n,5星评论,0
81,外观,n,5星评论,1
81,手感,n,5星评论,2
81,不错,a,5星评论,3
81,外观,n,5星评论,4
81,喜欢,v,5星评论,5
81,屏幕,n,5星评论,6
81,音效,n,5星评论,7
81,很,d,5星评论,8
81,质感,n,5星评论,9
81,拍照,v,5星评论,10
81,效果,n,5星评论,11
81,比较满意,l,5星评论,12
81,喜欢,v,5星评论,13
81,运行,v,5星评论,14
81,速度,n,5星评论,15
81,很快,d,5星评论,16
81,一如既往,i,5星评论,17
81,快,a,5星评论,18
81,待机时间,n,5星评论,19
81,早上,t,5星评论,20
81,用到,v,5星评论,21
81,晚上,t,5星评论,22
81,没,v,5星评论,23
81,问题,n,5星评论,24
81,属于,v,5星评论,25
81,很,a,5星评论,26
81,频繁,a,5星评论,27
82,外形,n,5星评论,0
82,外观,n,5星评论,1
82,外观设计,n,5星评论,2
82,没话说,l,5星评论,3
82,潮流,n,5星评论,4
82,人,n,5星评论,5
82,模仿,v,5星评论,6
82,屏幕,n,5星评论,7
82,音效,n,5星评论,8
82,屏幕,n,5星评论,9
82,影响,vn,5星评论,10
82,非常,d,5星评论,11
82,不错,a,5星评论,12
82,刷新,v,5星评论,13
82,非常,d,5星评论,14
82,流畅,a,5星评论,15
82,很,zg,5星评论,16
82,喜欢,v,5星评论,17
82,拍照,v,5星评论,18
82,效果,n,5星评论,19
82,拍照,v,5星评论,20
82,效果,n,5星评论,21
82,真的,d,5星评论,22
82,很,d,5星评论,23
82,好,a,5星评论,24
82,相机,d,5星评论,25
82,好,a,5星评论,26
82,单反,b,5星评论,27
82,差不多,l,5星评论,28
82,运行,v,5星评论,29
82,速度,n,5星评论,30
82,运行,v,5星评论,31
82,速度,n,5星评论,32
82,快,a,5星评论,33
82,很快,d,5星评论,34
82,非常,d,5星评论,35
82,快,a,5星评论,36
82,待机时间,n,5星评论,37
82,待机,n,5星评论,38
82,一整天,m,5星评论,39
82,一天,m,5星评论,40
82,充,v,5星评论,41
82,没,v,5星评论,42
82,问题,n,5星评论,43
82,特色,n,5星评论,44
82,老妈,n,5星评论,45
82,买,v,5星评论,46
82,生日礼物,l,5星评论,47
82,高端,n,5星评论,48
82,大气,n,5星评论,49
82,上档次,b,5星评论,50
82,非常,d,5星评论,51
82,喜欢,v,5星评论,52
83,收到,v,5星评论,0
83,物流,n,5星评论,1
83,很快,d,5星评论,2
83,很,zg,5星评论,3
83,不错,a,5星评论,4
83,外形,n,5星评论,5
83,外观,n,5星评论,6
83,外观,n,5星评论,7
83,体验,n,5星评论,8
83,手感,n,5星评论,9
83,很,d,5星评论,10
83,好,a,5星评论,11
83,看着,v,5星评论,12
83,很,zg,5星评论,13
83,好看,v,5星评论,14
83,屏幕,n,5星评论,15
83,音效,n,5星评论,16
83,屏幕,n,5星评论,17
83,影评,vn,5星评论,18
83,很,d,5星评论,19
83,不错,a,5星评论,20
83,拍照,v,5星评论,21
83,效果,n,5星评论,22
83,拍照,v,5星评论,23
83,效果,n,5星评论,24
83,很,zg,5星评论,25
83,清晰,a,5星评论,26
83,运行,v,5星评论,27
83,速度,n,5星评论,28
83,运行,v,5星评论,29
83,速度,n,5星评论,30
83,很快,d,5星评论,31
83,感觉,n,5星评论,32
83,很,zg,5星评论,33
83,流畅,a,5星评论,34
83,特色,n,5星评论,35
83,感觉,n,5星评论,36
83,信号,n,5星评论,37
83,差,a,5星评论,38
83,点,m,5星评论,39
84,蓝色,n,5星评论,0
84,真的,d,5星评论,1
84,很,d,5星评论,2
84,特别,d,5星评论,3
84,外形,n,5星评论,4
84,外观,n,5星评论,5
84,适合,v,5星评论,6
84,男士,n,5星评论,7
84,适合,v,5星评论,8
84,女士,n,5星评论,9
84,拍照,v,5星评论,10
84,效果,n,5星评论,11
84,很,d,5星评论,12
84,赞,v,5星评论,13
84,屏幕,n,5星评论,14
84,音效,n,5星评论,15
84,品牌,n,5星评论,16
84,力量,n,5星评论,17
84,上榜,v,5星评论,18
84,待机时间,n,5星评论,19
84,一天,m,5星评论,20
84,没,v,5星评论,21
84,问题,n,5星评论,22
84,运行,v,5星评论,23
84,速度,n,5星评论,24
85,收到,v,5星评论,0
85,物流,n,5星评论,1
85,很快,d,5星评论,2
85,很快,d,5星评论,3
85,到货,v,5星评论,4
85,一段时间,l,5星评论,5
85,感觉,n,5星评论,6
85,很,zg,5星评论,7
85,不错,a,5星评论,8
85,外形,n,5星评论,9
85,外观,n,5星评论,10
85,外观,n,5星评论,11
85,外形,n,5星评论,12
85,很,zg,5星评论,13
85,好看,v,5星评论,14
85,颜色,n,5星评论,15
85,很,zg,5星评论,16
85,不错,a,5星评论,17
85,屏幕,n,5星评论,18
85,音效,n,5星评论,19
85,屏幕,n,5星评论,20
85,音效,n,5星评论,21
85,不错,a,5星评论,22
85,摸,v,5星评论,23
85,感觉,n,5星评论,24
85,很,zg,5星评论,25
85,顺手,d,5星评论,26
85,音质,n,5星评论,27
85,总体,n,5星评论,28
85,好评,v,5星评论,29
85,信号,n,5星评论,30
85,方面,n,5星评论,31
85,差,a,5星评论,32
85,点,m,5星评论,33
86,很,zg,5星评论,0
86,适合,v,5星评论,1
86,小房间,n,5星评论,2
86,已经,d,5星评论,3
86,多次,m,5星评论,4
86,回购,v,5星评论,5
86,精致,a,5星评论,6
86,美观,nz,5星评论,7
86,大方,n,5星评论,8
86,很,zg,5星评论,9
86,不错,a,5星评论,10
86,高端,n,5星评论,11
86,大气,n,5星评论,12
86,上档次,b,5星评论,13
86,简约,d,5星评论,14
86,大气,n,5星评论,15
86,效果,n,5星评论,16
86,非常,d,5星评论,17
86,好,a,5星评论,18
86,尺寸,n,5星评论,19
86,正合适,a,5星评论,20
86,满足,v,5星评论,21
86,需求,v,5星评论,22
86,非常,d,5星评论,23
86,满意,v,5星评论,24
86,划算,v,5星评论,25
86,帮,v,5星评论,26
86,妈妈,n,5星评论,27
86,买,v,5星评论,28
86,链接,n,5星评论,29
86,控制,v,5星评论,30
86,细节,n,5星评论,31
86,做,v,5星评论,32
86,都,d,5星评论,33
86,很,d,5星评论,34
86,好,a,5星评论,35
86,速度,n,5星评论,36
86,很快,d,5星评论,37
86,很,zg,5星评论,38
86,智能,n,5星评论,39
86,后,f,5星评论,40
86,会,v,5星评论,41
86,经常,d,5星评论,42
86,光顾,v,5星评论,43
86,挺,d,5星评论,44
86,好,a,5星评论,45
86,想象,n,5星评论,46
86,中,f,5星评论,47
86,买到,v,5星评论,48
86,很,d,5星评论,49
86,值,v,5星评论,50
86,推荐,v,5星评论,51
86,大家,n,5星评论,52
86,买,v,5星评论,53
86,颜色,n,5星评论,54
86,鲜艳,a,5星评论,55
86,显示,v,5星评论,56
86,画面,n,5星评论,57
86,清楚,a,5星评论,58
86,送货,v,5星评论,59
86,快,a,5星评论,60
86,值得,v,5星评论,61
86,购买,v,5星评论,62
87,家里人,nrt,5星评论,0
87,正好,a,5星评论,1
87,功能齐全,i,5星评论,2
87,运行,v,5星评论,3
87,速度,n,5星评论,4
87,快,a,5星评论,5
87,很,d,5星评论,6
87,很,zg,5星评论,7
87,方便,a,5星评论,8
87,卖家,n,5星评论,9
87,描述,v,5星评论,10
87,相符,v,5星评论,11
